Index	Level	Language	Content	Sentence	Errors	Erroneous_words	Comment
255	A2	Frans	De zogenaamde twee vormen van inburgering zijn als volg; inburgering 1 gaat over de autochtonen van Europese landen die, volgens de schrijver en hoogleraar aan de Letterenfaculteit van de Katholieke Universiteit Leuven; Joop van der Horst, zetten hun hakken in het zand met betrekking tot hun integratie met de rest van de Europese Unie. Inburgering 2 gaat over de allochtonen die meestal van de buitenkant van Europa komen en van wie wordt verwacht dat zij zich binnen de kortste keren in het gastland integreren. Van der Horst neemt de positie dat mensen doorgaans met twee maten en twee gewichten meten in de context van de twee inburgering; dezelfde mensen die zich verzetten tegen het idee van meer Europese integratie willen dat de buitenlanders hun eigen samenleving in een vloek en een zucht integreren. Hoe is het werkelijk? Komt dit standpunt overeen met de realiteit waarin wij leven? Hoe is de situatie geëvolueerd sindsdien het artikel in 2003 werd geschreven?  Ik ben niet eens met de analyse van Van der Horst. Volgens mij inburgering 1 en 2 zijn zeer aparte processen die niet met elkaar kunnen worden vergeleken. Een mislukte inburgering in beide scenario’s heeft zeer verschillende gevolgen. Inburgering 1 is abstracter, heeft minder onmiddellijke negatieve effecten als mislukt is en heel moeilijker in praktisch te bereiken terwijl inburgering 2 het juist omgekeerd is. Zonder twijfel zijn er Europees kernwaarden waarover we onenigheden hebben en de meest sterke verschil komt tussen West-Europa en Oost-Europa maar dat leidt niet direct tot onrust onder de bevolking. Dit zijn meer kwesties die in de verschillende EU-instellingen moeten worden besproken en opgelost. Ze hebben niet echt invloed op het dagelijks leven van gewone mensen. Het ook belangrijk om te herinneren dat de Europese project is vooral een vredes-en economisch project dat met de tijd verandert in iets meer. En dat de mensen van verschillende landen van de EU niet noodzakelijkerwijs zijn overeengekomen zich te integreren in elkaars cultuur, gedachten of manier van leven. In de andere kant, schept een mislukte inburgering 2 een fundamentele kloof tussen mensen die in het dagelijks leven geacht worden samen te leven. Dit leidt helaas tot spanningen tussen groepen, communitarisme en uiteindelijk een parallelle samenleving. ‘Parallelgesellschaften’ (parallelle samenleving) is een neologisme afkomstig uit het Duits en werd in de jaren 90 voor het eerste keer gebruiken door de socioloog Wilhelm Heitmeyer om de segregatie van Turkse migranten te beschrijven. Het is een situatie waarin twee verschillende samenlevingen, twee verschillende levenswijzen, twee verschillende regels op dezelfde plaats gelden; dus een parallelle samenleving.  Een van de voorbeelden uit de werkelijkheid die ik vaak hoor van parallelle samenleving, is dat in sommige buurten van grote Europese steden vrouwen niet worden toegelaten in cafés waar mannen rondhangen. Omdat dat de gewoonte is in het dorp waar de inwoners van afkomstig zijn. Hoewel een dergelijke segregatie illegaal is, zeggen de autoriteiten bij hun bezoek gewoon dat ‘hun koffiemachine buiten werking is en dat ze daarom die klanten niet konden bedienen’. En zomaar kan er niets meer aan gedaan worden. Dit is slechts een schril voorbeeld van een groot verschil in cultuur, maar dit kan zich in verschillende mate voordoen bij elke gemeenschap die zich niet verbonden voelt met haar gastland. En om deze band te creëren is inburgering essentieel. Het is misschien nu duidelijker om het verschil tussen de consequenties van het mislukt van inburgeren 1 en inburgeren 2. En andere belangrijke vraag is het artikel nog actueel? Volgens mij is het artikel zelfs niet meer actueel omdat we in een helemaal andere wereld leven dan in de wereld van 2003. Ik denk dat vandaag EU-burgers meestal hebben en positiever beeldt van de Europees Unie en de integratie die ermee gepaard gaat dan vroeger. De huidige situatie zou de in het artikel getoonde bezorgdheden over de terughoudendheid van de bevolking tegenover de EU moeten verlichten. Ook al het artikel niet meer actueel is, de kwestie van de inburgering is op die moment een veelbesproken onderwerp. Het is altijd een van de populairste onderwerpen tijdens verkiezingen of politieke debatten. Dat komt doordat de mensen zich steeds meer bewust geworden zijn van de problemen die komen uit onvoldoende integratie.  We stelden vast dat inburgering de sleutel is om een band te scheppen tussen de nieuwkomers en zijn gastland. Maar dan hoe kan dat gebeuren? Misschien met een allesomvattende volledige lang gedurende opleiding met het accent op culturele kennis en taalvaardigheid. Ondersteuning van de nieuwkomers als vriendelijke begeleiders en hen helpen bij elke stap van de weg is zeer belangrijk. Het is belangrijk om elkaar goed te kunnen begrijpen en iedereen bewust te maken van hoe onze samenleving werkt. Inburgering betekent niet totale culturele en linguïstische assimilatie. Natuurlijk zullen mensen thuis hun eigen identiteit, cultuur en voorkeuren hebben. De belangrijkste waarde die we hen moeten bijbrengen is verdraagzaamheid. Zelfs als sommige dingen die ze uit andere culturen meemaken vreemd lijken of iets is waar ze het niet mee eens zijn, moeten ze de keuze toch begrijpen en respecteren. De klassieke verklaringen ‘Jouw vrijheid eindigt waar die van een ander begint’ en ‘leef en laat leven’ vatten die geest samen die ons in staat stelt om in vrede en rust te vertrekken, ongeacht onze afkomst.	Ook al het artikel niet meer actueel is, de kwestie van de inburgering is op die moment een veelbesproken onderwerp.	Ook al het artikel niet meer actueel is (P) , de kwestie van de inburgering is op die  (G) moment een veelbesproken onderwerp	is	
256	B1	Frans	Hallo Mama, Hoe gaat het met jij? Voelt Papa zich beter sinds hij covid heeft gehad? Heb je ook een quarantaine gedaan?Vorige week, heb ik je bank rekening gekregen. Ik was je brief aan het lezen toen ik heb één idee gehad. Ik denk dat het meer praktisch, eenvoudiger en sneller voor ons beiden (vooral voor jou) zou worden als je je elektronische bankieren zelf deed.Hier are sommige voordelen: 1. Je hoeft niet meer op me te wachten om geld over te maken. Nu moet je soms één week wachten voordat ik thuiskom. 2. Elektronisch bankieren is zekerder want je hebt niet zoveel contant nodig. Je kan je rekening tijdelijk blokkeren als je een zekerheid probleem of een twijfel hebt.3. Je kan altijd weten hoeveel geld je op je rekening hebt. Bijgevolg zal je meer controle over je kosten en spaargeld houden. 4. Als je met Papa reist, zal het gemakkelijker zijn met je vakantie budget omgaan. Telkens als je me uit het buitenland opbelt, moet je veel betalen. Dat verspild geld zou voor iets anders kunnen worden uitgegeven. 5. Je hoeft niet een extra kost te betalen aangezien je alleen moet betalen om een rekening te openen (niet voor overschrijvingen). Dus, wat denk je ervan? Ik kan alles je uitleggen. Het is heel simpel!  Veel kusjes, Victoria	Ik was je brief aan het lezen toen ik heb één idee gehad.	Ik was je brief aan het lezen toen ik heb (P)  één (S)  idee gehad (G)	heb	In een bijzin staan alle werkwoorden in de eindgroep.
257	B1	Frans	Hallo Mama, Hoe gaat het met jij? Voelt Papa zich beter sinds hij covid heeft gehad? Heb je ook een quarantaine gedaan?Vorige week, heb ik je bank rekening gekregen. Ik was je brief aan het lezen toen ik heb één idee gehad. Ik denk dat het meer praktisch, eenvoudiger en sneller voor ons beiden (vooral voor jou) zou worden als je je elektronische bankieren zelf deed.Hier are sommige voordelen: 1. Je hoeft niet meer op me te wachten om geld over te maken. Nu moet je soms één week wachten voordat ik thuiskom. 2. Elektronisch bankieren is zekerder want je hebt niet zoveel contant nodig. Je kan je rekening tijdelijk blokkeren als je een zekerheid probleem of een twijfel hebt.3. Je kan altijd weten hoeveel geld je op je rekening hebt. Bijgevolg zal je meer controle over je kosten en spaargeld houden. 4. Als je met Papa reist, zal het gemakkelijker zijn met je vakantie budget omgaan. Telkens als je me uit het buitenland opbelt, moet je veel betalen. Dat verspild geld zou voor iets anders kunnen worden uitgegeven. 5. Je hoeft niet een extra kost te betalen aangezien je alleen moet betalen om een rekening te openen (niet voor overschrijvingen). Dus, wat denk je ervan? Ik kan alles je uitleggen. Het is heel simpel!  Veel kusjes, Victoria	Ik kan alles je uitleggen.	Dus, wat denk je ervan? Ik kan alles je (P)  uitleggen	je	Pronomina staan graag dichtbij de PV
258	A2	Frans	Bert schrijft een mail van zijn vrienden Anna, Sam en Paolo om uit te nodigen bij zijn thuis. Ze zijn het oog verloren sinds bijna drie maanden. Dus, Bert inviteert hen voor een etenje tussen vrienden. De stewardess heeft de baan veranderd. zij heeft nu een eten winkel. Zij is een zelfdstandige. Zij heeft baan veranderd omdat zij in een winkel met de klanten kan babbelen. In haar oude baan moet zij altijd vriendelijk zijn en herhaalt dezelfde zinnen. Bert heeft problemen met zijn werk. Hij is een paar keer laat op het werk gekomen. En vorige week, hij ben niet op werk geweest, omdat hij ziek is. Paolo en Anna zijn in contact gebleven. Ze hebben drie keer par week gezien tijdens éen uur om Nederlands en Italiaans te leren sinds bijna dries maanden. Sam is jaloers. Hij weet het niet. Anna heeft het voor Sam verborgen.  Jennifer is niet gelukkig omdat Bert meer tijd heeft, om met haar oude moeder te babbelen. Hij moet nog het gerecht klaarmaken voor zijn vrienden. Hij moet echt opschieten.	Ze zijn het oog verloren sinds bijna drie maanden.	Ze zijn  (√) het oog verloren sinds bijna drie maanden (P)	sinds bijna drie maanden	
259	A2	Frans	Bert schrijft een mail van zijn vrienden Anna, Sam en Paolo om uit te nodigen bij zijn thuis. Ze zijn het oog verloren sinds bijna drie maanden. Dus, Bert inviteert hen voor een etenje tussen vrienden. De stewardess heeft de baan veranderd. zij heeft nu een eten winkel. Zij is een zelfdstandige. Zij heeft baan veranderd omdat zij in een winkel met de klanten kan babbelen. In haar oude baan moet zij altijd vriendelijk zijn en herhaalt dezelfde zinnen. Bert heeft problemen met zijn werk. Hij is een paar keer laat op het werk gekomen. En vorige week, hij ben niet op werk geweest, omdat hij ziek is. Paolo en Anna zijn in contact gebleven. Ze hebben drie keer par week gezien tijdens éen uur om Nederlands en Italiaans te leren sinds bijna dries maanden. Sam is jaloers. Hij weet het niet. Anna heeft het voor Sam verborgen.  Jennifer is niet gelukkig omdat Bert meer tijd heeft, om met haar oude moeder te babbelen. Hij moet nog het gerecht klaarmaken voor zijn vrienden. Hij moet echt opschieten.	En vorige week, hij ben niet op werk geweest, omdat hij ziek is.	En vorige week, hij (P)  ben  (G) niet op werk geweest, omdat hij ziek is (G)	hij	
260	A2	Spaans	Ik vind Gent het interessantst. Ik moet toegeven dat Antwerpen is prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining ken kan heel leuk zijn. Maar ik heb geen geheugen meer op mijn gsm op een nieuwe app te downloaden en ik ga liever naar Gent. Ik vind de kunstmusea in Gent gemakkelijker bereikbaar. De SMAK en de Museum voor Schoone Kunst liggen naast elkaar en niet ver van het station. Voor iemand die houd zoals van oude kunst als hedendaagse kunst, dat is echt praktisch. Er zijn veel topstukjes door de Vlaamse Meesters gemaakt maar ook belangrijke kunstwerken van belgen en internationale levende kunstenaars. En er zijn ook internationale tentoonstellingen die in Gent plaatsvinden. Ik heb de vorige jaar de Van Eyck tentoonstelling bezocht. Het was een geweldig ervaring. Brengen zoveel topkunstwerken samen in een museum is heel moeilijk en duur. Ik zou graag terug naar Gent gaan om de Dr Guislain Museum en het graffitistraatje te bezoeken. Die ken ik nog niet.	Ik moet toegeven dat Antwerpen is prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining ken kan heel leuk zijn.	Ik moet toegeven dat Antwerpen is  (P) prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining  (S) ken kan  (P) heel leuk zijn	is	dat + bijzin --> werkwoord op het einde
262	A2	Spaans	Ik vind Gent het interessantst. Ik moet toegeven dat Antwerpen is prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining ken kan heel leuk zijn. Maar ik heb geen geheugen meer op mijn gsm op een nieuwe app te downloaden en ik ga liever naar Gent. Ik vind de kunstmusea in Gent gemakkelijker bereikbaar. De SMAK en de Museum voor Schoone Kunst liggen naast elkaar en niet ver van het station. Voor iemand die houd zoals van oude kunst als hedendaagse kunst, dat is echt praktisch. Er zijn veel topstukjes door de Vlaamse Meesters gemaakt maar ook belangrijke kunstwerken van belgen en internationale levende kunstenaars. En er zijn ook internationale tentoonstellingen die in Gent plaatsvinden. Ik heb de vorige jaar de Van Eyck tentoonstelling bezocht. Het was een geweldig ervaring. Brengen zoveel topkunstwerken samen in een museum is heel moeilijk en duur. Ik zou graag terug naar Gent gaan om de Dr Guislain Museum en het graffitistraatje te bezoeken. Die ken ik nog niet.	Voor iemand die houd zoals van oude kunst als hedendaagse kunst, dat is echt praktisch.	Voor iemand die houd (G)  zoals  (W) van oude kunst als hedendaagse kunst, dat is (P)  echt praktisch	dat is	Voor iemand ... (=1), (2 = persoonsvorm) (3 = subject)
263	A2	Spaans	Ik vind Gent het interessantst. Ik moet toegeven dat Antwerpen is prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining ken kan heel leuk zijn. Maar ik heb geen geheugen meer op mijn gsm op een nieuwe app te downloaden en ik ga liever naar Gent. Ik vind de kunstmusea in Gent gemakkelijker bereikbaar. De SMAK en de Museum voor Schoone Kunst liggen naast elkaar en niet ver van het station. Voor iemand die houd zoals van oude kunst als hedendaagse kunst, dat is echt praktisch. Er zijn veel topstukjes door de Vlaamse Meesters gemaakt maar ook belangrijke kunstwerken van belgen en internationale levende kunstenaars. En er zijn ook internationale tentoonstellingen die in Gent plaatsvinden. Ik heb de vorige jaar de Van Eyck tentoonstelling bezocht. Het was een geweldig ervaring. Brengen zoveel topkunstwerken samen in een museum is heel moeilijk en duur. Ik zou graag terug naar Gent gaan om de Dr Guislain Museum en het graffitistraatje te bezoeken. Die ken ik nog niet.	Brengen zoveel topkunstwerken samen in een museum is heel moeilijk en duur.	Brengen zoveel topkunstwerken samen in een museum (P)  is heel moeilijk en duur	Brengen zoveel topkunstwerken samen in een museum	Zoveel topkunstwerken samen in een museum brengen ...
264	A2	Spaans	Ik vind Gent het interessantst. Ik moet toegeven dat Antwerpen is prachtig en dat een nieuwe stadswandeling met beschrijving van de standbeelden die ik weining ken kan heel leuk zijn. Maar ik heb geen geheugen meer op mijn gsm op een nieuwe app te downloaden en ik ga liever naar Gent. Ik vind de kunstmusea in Gent gemakkelijker bereikbaar. De SMAK en de Museum voor Schoone Kunst liggen naast elkaar en niet ver van het station. Voor iemand die houd zoals van oude kunst als hedendaagse kunst, dat is echt praktisch. Er zijn veel topstukjes door de Vlaamse Meesters gemaakt maar ook belangrijke kunstwerken van belgen en internationale levende kunstenaars. En er zijn ook internationale tentoonstellingen die in Gent plaatsvinden. Ik heb de vorige jaar de Van Eyck tentoonstelling bezocht. Het was een geweldig ervaring. Brengen zoveel topkunstwerken samen in een museum is heel moeilijk en duur. Ik zou graag terug naar Gent gaan om de Dr Guislain Museum en het graffitistraatje te bezoeken. Die ken ik nog niet.	Ik zou graag terug naar Gent gaan om de Dr Guislain Museum en het graffitistraatje te bezoeken.	Ik zou graag terug naar Gent gaan (P)  om de  (W) Dr Guislain Museum en het graffitistraatje te bezoeken	terug naar Gent gaan	beter: Ik zou graag naar Gent teruggaan ...
265	A2	Albanees	Hoi Bora, Ik heb een kamer! Hij is te groot. Er ligt een rond tapijt op de vloer. Het bed staat naast de muur. De lamp hangt boven het bureau. Er hangen mooie gordijnen voor het raam. De schilderijen hangt tegen de muur, boven mijn bed. Ik heb ook een plant gekocht. Er is ook een kleine boekenkast. Mijn boeken staat in dat. Ik hou van mijn kamer.  Jij zoekt ook een kamer, hè? Wel, er is nog een andere kamer vrij in dat huis.Die kamer is ook groot, maar hij heeft een klein bureau. Het bed is groot een heeft een bedkamer. Dit is geweldig. Het telefoonnummer van de huisbaas is in mijn contract. Ik zal zend haar naar jij. Tot gauw! Rexhina	Ik zal zend haar naar jij.	Ik zal zend  (P) haar  (G) naar jij (G)	zend	In de hoofdzin staat de infinitief in de eindgroep.
266	B1+	Turks	1. Weet je wat Stocholm syndtome is? Het is de situtatie waar een slachtoffer verliefdt de gijzelnemer want de gijzelnemer is mischien de enige persoon die interest heeft in hen.  2. Een van de geleijkenis tussen Rome en Istanbul is dat je voorzichtig moet zijn tegen de zakkenrollers.  3. Wat is de idee van TV show Gemaskeerde zanger? De ontmaskering de zangers uit hun stemmen. 4. De situatie in the grenz is onrustwekkend sinds het begin van de oorlog.  5. Ik weet dat perkeren in een plaats voor de gehandikaapte is een overtreding maar ik heb geen bord gezien.  6. Michel Ross heeft de veroordeling geaccepteerd dus Harvey Specter niet meer onder verdenking staat.  7. Hij weigeert de behandeling en ik denk dat dat een zelfmoord is.  8. Mijn verwonding nadat het ongeluk was niet zwaar.  9. Herinner je de ontknopping van 'Catch me if you can'? He was gevangengenomen denk ik.  10. Ze heeft de politie gebeld maar de inbreker heef ontsnapt tot ze aankwam.	Ik weet dat perkeren in een plaats voor de gehandikaapte is een overtreding maar ik heb geen bord gezien.	Ik weet dat perkeren (S)  in (W)  een plaats voor de (F)  gehandikaapte (S) (G)  is (P)  een overtreding maar ik heb geen bord gezien	is	
267	B1+	Turks	1. Weet je wat Stocholm syndtome is? Het is de situtatie waar een slachtoffer verliefdt de gijzelnemer want de gijzelnemer is mischien de enige persoon die interest heeft in hen.  2. Een van de geleijkenis tussen Rome en Istanbul is dat je voorzichtig moet zijn tegen de zakkenrollers.  3. Wat is de idee van TV show Gemaskeerde zanger? De ontmaskering de zangers uit hun stemmen. 4. De situatie in the grenz is onrustwekkend sinds het begin van de oorlog.  5. Ik weet dat perkeren in een plaats voor de gehandikaapte is een overtreding maar ik heb geen bord gezien.  6. Michel Ross heeft de veroordeling geaccepteerd dus Harvey Specter niet meer onder verdenking staat.  7. Hij weigeert de behandeling en ik denk dat dat een zelfmoord is.  8. Mijn verwonding nadat het ongeluk was niet zwaar.  9. Herinner je de ontknopping van 'Catch me if you can'? He was gevangengenomen denk ik.  10. Ze heeft de politie gebeld maar de inbreker heef ontsnapt tot ze aankwam.	Michel Ross heeft de veroordeling geaccepteerd dus Harvey Specter niet meer onder verdenking staat.	Michel Ross heeft de veroordeling geaccepteerd dus Harvey Specter  niet meer onder verdenking staat (P)	staat	
268	B1+	Engels	GEVANGENIS IS GEEN VAKANTIEDORP De kwestie van luxe is politiek geladen. Meestal de mensen die naar de gevangenis gaan zijn arme, dus hun straf wordt door de gemeenschappen als een soort geschenk beschouwd. Als rijke mensen echter naar de gevangenis gaan, zoals Jeffrey Archer in het Verenigd Koninkrijk en Jeffrey Epstein in de Verenigde Staten, is er heel weinig discussie of hun gevangenisprivileges verdiend zijn of niet. Uiteindelijk, alle gevangenen met waardigheid moeten worden behandeld, of ze nu rijk of arm zijn. Dit is momenteel niet het geval. De Liga voor Mensenrechten maakt een sterk bewijs voor sociale rehabilitatie tijdens de gevangenis, aangezien de meeste gevangenen uiteindelijk zullen terugkomen naar de samenleving. Het is beter om van deze gelegenheid gebruik te maken om zoveel mogelijk problemen met hun leven op te lossen, zodat ze een kans hebben om niet opnieuw in de fout te gaan. Het probleem is dat de samenleving zelf niet eerlijk is en hoewel we persoonlijke problemen kunnen aanpakken als mensen in de gevangenis zitten, doen we niets aan de sociale ongelijkheden waaruit misdaad voortkomt. In het Verenigd Koninkrijk zijn onze gevangenissen in een slechte staat en we gaan steeds meer op de Verenigde Staten lijken. In 2021 zullen ongeveer 11,000 mensen in de gevangenis in Engeland en Wales minstens tien jaar in voorarrest doorbrengen. Meer dan twee derde van hen zit een straf voor onbepaalde tijd uit en weet niet wanneer – en of – ze zullen worden vrijgelaten. Als de behandeling van misdaad en criminelen een indicatie is van de status van een land, faalt Groot-Brittannië nu vreselijk.	Meestal de mensen die naar de gevangenis gaan zijn arme, dus hun straf wordt door de gemeenschappen als een soort geschenk beschouwd.	Meestal de mensen die naar de gevangenis gaan zijn  (P) arme (G) , dus hun straf wordt door de gemeenschappen als een soort geschenk beschouwd	zijn	De persoonsvorm staat in een hoofdzin op de tweede plaats.
269	B1+	Engels	GEVANGENIS IS GEEN VAKANTIEDORP De kwestie van luxe is politiek geladen. Meestal de mensen die naar de gevangenis gaan zijn arme, dus hun straf wordt door de gemeenschappen als een soort geschenk beschouwd. Als rijke mensen echter naar de gevangenis gaan, zoals Jeffrey Archer in het Verenigd Koninkrijk en Jeffrey Epstein in de Verenigde Staten, is er heel weinig discussie of hun gevangenisprivileges verdiend zijn of niet. Uiteindelijk, alle gevangenen met waardigheid moeten worden behandeld, of ze nu rijk of arm zijn. Dit is momenteel niet het geval. De Liga voor Mensenrechten maakt een sterk bewijs voor sociale rehabilitatie tijdens de gevangenis, aangezien de meeste gevangenen uiteindelijk zullen terugkomen naar de samenleving. Het is beter om van deze gelegenheid gebruik te maken om zoveel mogelijk problemen met hun leven op te lossen, zodat ze een kans hebben om niet opnieuw in de fout te gaan. Het probleem is dat de samenleving zelf niet eerlijk is en hoewel we persoonlijke problemen kunnen aanpakken als mensen in de gevangenis zitten, doen we niets aan de sociale ongelijkheden waaruit misdaad voortkomt. In het Verenigd Koninkrijk zijn onze gevangenissen in een slechte staat en we gaan steeds meer op de Verenigde Staten lijken. In 2021 zullen ongeveer 11,000 mensen in de gevangenis in Engeland en Wales minstens tien jaar in voorarrest doorbrengen. Meer dan twee derde van hen zit een straf voor onbepaalde tijd uit en weet niet wanneer – en of – ze zullen worden vrijgelaten. Als de behandeling van misdaad en criminelen een indicatie is van de status van een land, faalt Groot-Brittannië nu vreselijk.	Uiteindelijk, alle gevangenen met waardigheid moeten worden behandeld, of ze nu rijk of arm zijn.	Uiteindelijk, alle gevangenen met waardigheid moeten  (P) worden behandeld, of ze nu rijk of arm zijn	moeten	uiteindelijk + inversie (en zonder komma)
270	A2	Portugees	Nederland is een klein land met 41.543 km2 oppervlakte. Nederland heeft veel inwoners: 17 miljoen. 3 miljoen inwoners zijn vreemdelingen. Vooral komen uit Turkije en Suriname. De officiële taal van Nederland is Nederlands.  Nederland heeft een koning. Zijn naam is Willem-Alexander. De meeste mensen in Nederland wonen in het westen: er zijn 1000 inwoners/km2. In het noorden zijn er alleen 190 inwoners/km2. Nederland is een goed land om op vakantie te gaan, want we vinden cultuur, feesten en plezier. In de lent is het mogelijk om het park te bezoeken om van de tulpen te genieten.	Vooral komen uit Turkije en Suriname.	(√) Vooral komen (P)  uit Turkije en Suriname	komen	De persoonsvorm staat in een hoofdzin op de tweede plaats.
271	B1+	Turks	Ik was een van de eerste groep die Coronalert App heeft geïnstalleerd. Volgens me, is anoniem sporen mensen misschien de enige efficiënte manier om een pandemie te voorkomen. Ik heb een verleden als een onderzoeker en ik heb me gevraagd af hoe een App ons kunnen sporen. Coronalert spoort dankbaar voor Bluetooth en Bluetooth werkt alleen in een beperkte buurt. U kunt met uw headphones proberen: Verbind uw headphones en GSM met Bluetooth en loop naar andere kamer alleen met uw headphones. Als u niet genoeg dichtbij uw GSM, kunt u de headphones niet gebruiken. Als u op uw GSM de listje voor de Bluetoothapparaten zoekt, vindt u de namen van de apparaten maar niet de locaties. Dus ben ik overtuigd dat de overheid me niet kunnen volgen dankbaar voor Coronalert. Het is ook niet mogelijk dat de overheid u kunt luisteren! Het feit dat alleen manier we Bluetooth gebruiken is naar de muziek luisteren betekent niet dat Bluetooth moet altijd naar uw luidspreker moet verbinden! Als het klopt dat Coronalert geen App om mensen te bespioneren is, kunnen we discussiëren of de overheid een app kunt verplichten of nee... We geloven dat de dingen de overheid kunt verplichten echt beperkt is. Is dat waar? Er zijn de regels van de samenleving en we er beschouwen niet vaak tegen staan. We parkeren nooit op een plaats voor de gehandicapt, we rijden hopelijk niet bij het rode licht... En ik krijg een brief waarop ik mijn auto naar de autokeuring breng. Goed voor je auto zorgen is je verantwoordelijk tegen de samenleving zoals laten de mensen weet dat misschien ze een Corona riziko zijn nadat ze met je een contact hadden. In een democratische staat hoeven de mensen niet te twijfelen aan de overheid en in een ondemocratische staat heeft de overheid geen nodig voor een corona app om mensen te volgen.	Volgens me, is anoniem sporen mensen misschien de enige efficiënte manier om een pandemie te voorkomen.	Volgens me (G) , (F)  is anoniem sporen (P)  (W)  mensen misschien de enige efficiënte manier om een pandemie te voorkomen	sporen	opsporen + een infinitief staat achter de rest ("mensen")
272	B1+	Turks	Ik was een van de eerste groep die Coronalert App heeft geïnstalleerd. Volgens me, is anoniem sporen mensen misschien de enige efficiënte manier om een pandemie te voorkomen. Ik heb een verleden als een onderzoeker en ik heb me gevraagd af hoe een App ons kunnen sporen. Coronalert spoort dankbaar voor Bluetooth en Bluetooth werkt alleen in een beperkte buurt. U kunt met uw headphones proberen: Verbind uw headphones en GSM met Bluetooth en loop naar andere kamer alleen met uw headphones. Als u niet genoeg dichtbij uw GSM, kunt u de headphones niet gebruiken. Als u op uw GSM de listje voor de Bluetoothapparaten zoekt, vindt u de namen van de apparaten maar niet de locaties. Dus ben ik overtuigd dat de overheid me niet kunnen volgen dankbaar voor Coronalert. Het is ook niet mogelijk dat de overheid u kunt luisteren! Het feit dat alleen manier we Bluetooth gebruiken is naar de muziek luisteren betekent niet dat Bluetooth moet altijd naar uw luidspreker moet verbinden! Als het klopt dat Coronalert geen App om mensen te bespioneren is, kunnen we discussiëren of de overheid een app kunt verplichten of nee... We geloven dat de dingen de overheid kunt verplichten echt beperkt is. Is dat waar? Er zijn de regels van de samenleving en we er beschouwen niet vaak tegen staan. We parkeren nooit op een plaats voor de gehandicapt, we rijden hopelijk niet bij het rode licht... En ik krijg een brief waarop ik mijn auto naar de autokeuring breng. Goed voor je auto zorgen is je verantwoordelijk tegen de samenleving zoals laten de mensen weet dat misschien ze een Corona riziko zijn nadat ze met je een contact hadden. In een democratische staat hoeven de mensen niet te twijfelen aan de overheid en in een ondemocratische staat heeft de overheid geen nodig voor een corona app om mensen te volgen.	U kunt met uw headphones proberen: Verbind uw headphones en GSM met Bluetooth en loop naar andere kamer alleen met uw headphones.	U kunt met uw headphones (S) proberen: Verbind uw headphones (S) en GSM  met Bluetooth en loop naar  (√) andere kamer (P)  alleen met uw headphones (S)		indicaties van richting staan achteraan in de rest
273	B1+	Turks	Ik was een van de eerste groep die Coronalert App heeft geïnstalleerd. Volgens me, is anoniem sporen mensen misschien de enige efficiënte manier om een pandemie te voorkomen. Ik heb een verleden als een onderzoeker en ik heb me gevraagd af hoe een App ons kunnen sporen. Coronalert spoort dankbaar voor Bluetooth en Bluetooth werkt alleen in een beperkte buurt. U kunt met uw headphones proberen: Verbind uw headphones en GSM met Bluetooth en loop naar andere kamer alleen met uw headphones. Als u niet genoeg dichtbij uw GSM, kunt u de headphones niet gebruiken. Als u op uw GSM de listje voor de Bluetoothapparaten zoekt, vindt u de namen van de apparaten maar niet de locaties. Dus ben ik overtuigd dat de overheid me niet kunnen volgen dankbaar voor Coronalert. Het is ook niet mogelijk dat de overheid u kunt luisteren! Het feit dat alleen manier we Bluetooth gebruiken is naar de muziek luisteren betekent niet dat Bluetooth moet altijd naar uw luidspreker moet verbinden! Als het klopt dat Coronalert geen App om mensen te bespioneren is, kunnen we discussiëren of de overheid een app kunt verplichten of nee... We geloven dat de dingen de overheid kunt verplichten echt beperkt is. Is dat waar? Er zijn de regels van de samenleving en we er beschouwen niet vaak tegen staan. We parkeren nooit op een plaats voor de gehandicapt, we rijden hopelijk niet bij het rode licht... En ik krijg een brief waarop ik mijn auto naar de autokeuring breng. Goed voor je auto zorgen is je verantwoordelijk tegen de samenleving zoals laten de mensen weet dat misschien ze een Corona riziko zijn nadat ze met je een contact hadden. In een democratische staat hoeven de mensen niet te twijfelen aan de overheid en in een ondemocratische staat heeft de overheid geen nodig voor een corona app om mensen te volgen.	Het feit dat alleen manier we Bluetooth gebruiken is naar de muziek luisteren betekent niet dat Bluetooth moet altijd naar uw luidspreker moet verbinden!	Het is ook niet mogelijk dat de overheid  (√) u kunt (G)  luisteren! Het feit dat alleen (P)  manier (F)  we Bluetooth gebruiken is (F)   (√) naar de muziek  (√) luisteren (I)  betekent niet dat Bluetooth moet (P)  altijd naar (W)  uw luidspreker moet verbinden (G) ! Als het klopt dat Coronalert geen App (S)  om mensen te bespioneren is, kunnen we discussiëren (!)  of de overheid een app kunt (G)  verplichten of nee (W)	alleen	
