index	original	parse
363	Dat betekent ook : een open en eerlijke dialoog voeren over onze diepste overtuigingen .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (bw 2)) (let 3) (INF (NP (lid 4) (CONJ (adj 5) (vg 6) (adj 7)) (n 8)) (ww 9) (PP (vz 10) (NP (vnw 11) (adj 12) (n 13))))) (let 14))
364	Een dialoog over de vraag : wat zijn wezenlijke voorwaarden om mensen de kans te geven op een goed leven ?	(ROOT (DU (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (n 4)))) (let 5) (WHQ (vnw 6) (SV1 (ww 7) (NP (adj 8) (n 9) (OTI (vz 10) (TI (INF (n 11) (NP (lid 12) (n 13) (PP (vz 16) (NP (lid 17) (adj 18) (n 19)))) (ww 15)) (vz 14))))))) (let 20))
365	Onze samenlevingen hebben een belangrijke overeenkomst ; ze zijn beide pluriform .	(ROOT (DU (SMAIN (NP (vnw 0) (n 1)) (ww 2) (NP (lid 3) (adj 4) (n 5))) (let 6) (SMAIN (vnw 7) (ww 8) (vnw 9) (adj 10))) (let 11))
366	In Rusland leven circa 100 volken en worden 100 talen gesproken .	(ROOT (CONJ (SMAIN (PP (vz 0) (n 1)) (ww 2) (NP (bw 3) (tw 4) (n 5))) (vg 6) (SMAIN (ww 7) (PPART (NP (tw 8) (n 9)) (ww 10)))) (let 11))
367	Nederland is veel kleiner dan uw uitgestrekte land .	(ROOT (SMAIN (n 0) (ww 1) (AP (vnw 2) (adj 3) (CP (vg 4) (NP (vnw 5) (adj 6) (n 7))))) (let 8))
368	De diversiteit is lang niet zo groot als bij u .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (ADVP (adj 3) (bw 4)) (AP (ADVP (bw 5) (CP (vg 7) (PP (vz 8) (vnw 9)))) (adj 6))) (let 10))
369	Maar toch : ook in Nederland leven mensen met heel verschillende achtergronden naast en door elkaar .	(ROOT (DU (DU (vg 0) (bw 1)) (let 2) (SMAIN (PP (bw 3) (vz 4) (n 5)) (ww 6) (NP (n 7) (PP (vz 8) (NP (AP (adj 9) (adj 10)) (n 11)))) (CONJ (PP (vz 12) (vnw 15)) (vg 13) (PP (vz 14))))) (let 16))
370	Bijna een op de vijf mensen in mijn land heeft een niet-Nederlandse achtergrond .	(ROOT (SMAIN (NP (bw 0) (tw 1) (PP (vz 2) (NP (lid 3) (tw 4) (n 5) (PP (vz 6) (NP (vnw 7) (n 8)))))) (ww 9) (NP (lid 10) (adj 11) (n 12))) (let 13))
371	Zij brengen hun cultuur en hun godsdienst mee .	(ROOT (SMAIN (vnw 0) (ww 1) (CONJ (NP (vnw 2) (n 3)) (vg 4) (NP (vnw 5) (n 6))) (vz 7)) (let 8))
372	De islam is ook in Nederland een belangrijke godsdienst geworden .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (bw 3) (PP (vz 4) (n 5)) (NP (lid 6) (adj 7) (n 8)) (ww 9))) (let 10))
373	Het samenleven van verschillende bevolkingsgroepen gaat niet vanzelf .	(ROOT (SMAIN (NP (lid 0) (ww 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (bw 6) (bw 7)) (let 8))
374	Er zijn spanningen die soms tot een ontlading komen .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (n 2) (REL (vnw 3) (SSUB (bw 4) (PP (vz 5) (NP (lid 6) (n 7))) (ww 8))))) (let 9))
375	Gevoelens van frustratie en onveiligheid .	(ROOT (NP (n 0) (PP (vz 1) (CONJ (n 2) (vg 3) (n 4)))) (let 5))
376	Onbegrip .	(ROOT (n 0) (let 1))
377	Die gevoelens van onbehagen beperken zich niet tot nationale staten , maar kunnen landsgrenzen maar al te gemakkelijk overschrijden .	(ROOT (CONJ (SMAIN (NP (vnw 0) (n 1) (PP (vz 2) (n 3))) (ww 4) (vnw 5) (bw 6) (PP (vz 7) (NP (adj 8) (n 9)))) (let 10) (vg 11) (SMAIN (ww 12) (INF (n 13) (AP (bw 14) (ADVP (bw 15) (bw 16)) (adj 17)) (ww 18)))) (let 19))
378	Daarom is het wezenlijk dat er een gedeeld fundament van waarden is dat ons in staat stelt conflicten vreedzaam op te lossen .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (adj 3) (CP (vg 4) (SSUB (vnw 5) (NP (lid 6) (ww 7) (n 8) (PP (vz 9) (n 10))) (ww 11) (CP (vg 12) (SSUB (NP (vnw 13)) (AP (MWU (vz 14) (n 15)) (TI (INF (n 17) (adj 18) (vz 19) (ww 21)) (vz 20))) (ww 16)))))) (let 22))
379	Als partners in de Raad van Europa en de OVSE delen we fundamentele waarden op het gebied van vrijheid , mensenrechten , democratie en de rule of law .	(ROOT (SMAIN (CP (vz 0) (NP (n 1) (PP (vz 2) (CONJ (NP (lid 3) (MWU (n 4) (vz 5) (n 6))) (vg 7) (NP (lid 8) (n 9)))))) (ww 10) (vnw 11) (NP (adj 12) (n 13) (PP (MWU (vz 14) (lid 15) (n 16) (vz 17)) (CONJ (n 18) (let 19) (n 20) (let 21) (n 22) (vg 23) (NP (lid 24) (MWU (spec 25) (spec 26) (spec 27))))))) (let 28))
380	Het belang van die waarden wordt ook door president Poetin naar voren gebracht .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (vnw 3) (n 4)))) (ww 5) (PPART (bw 6) (PP (vz 7) (NP (n 8) (n 9))) (PP (vz 10) (bw 11)) (ww 12))) (let 13))
381	Daar moeten we elkaar op aanspreken .	(ROOT (SMAIN (INF (PP (vnw 0) (vz 4)) (vnw 3) (ww 5)) (ww 1) (vnw 2)) (let 6))
382	Deze waarden zijn voor Nederland van grote betekenis , omdat ze een gezamenlijke basis vormen voor vreedzame verscheidenheid , ook internationaal .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (PP (vz 3) (n 4)) (PP (vz 5) (NP (adj 6) (n 7))) (let 8) (CP (vg 9) (SSUB (vnw 10) (NP (lid 11) (adj 12) (n 13) (PP (vz 15) (NP (adj 16) (n 17)))) (ww 14))) (let 18) (AP (bw 19) (adj 20))) (let 21))
383	Vrije verkiezingen zijn het kloppend hart van de democratie ; de vrije pers is het bloed door haar aderen .	(ROOT (DU (SMAIN (NP (adj 0) (n 1)) (ww 2) (NP (lid 3) (ww 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8))))) (let 9) (SMAIN (NP (lid 10) (adj 11) (n 12)) (ww 13) (NP (lid 14) (n 15) (PP (vz 16) (NP (vnw 17) (n 18)))))) (let 19))
384	Iedereen heeft recht op vrijheid om zich te uiten en zich te ontplooien .	(ROOT (SMAIN (vnw 0) (ww 1) (n 2) (PP (vz 3) (NP (n 4) (OTI (vz 5) (CONJ (TI (INF (vnw 6) (ww 8)) (vz 7)) (vg 9) (TI (INF (vnw 10) (ww 12)) (vz 11))))))) (let 13))
385	Alleen zó kan een hechte samenleving van vrije , verantwoordelijke burgers tot bloei komen .	(ROOT (SMAIN (INF (ADVP (bw 0) (bw 1)) (PP (vz 11) (n 12)) (ww 13)) (ww 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (NP (adj 7) (let 8) (adj 9) (n 10))))) (let 14))
386	Alleen zó is een internationale gemeenschap mogelijk waarin mensen vertrouwen kunnen hebben .	(ROOT (SMAIN (ADVP (bw 0) (bw 1)) (ww 2) (NP (lid 3) (adj 4) (n 5) (REL (bw 7) (SSUB (n 8) (INF (n 9) (ww 11)) (ww 10)))) (adj 6)) (let 12))
387	Alleen zó slaan we bruggen tussen mensen en volken .	(ROOT (SMAIN (ADVP (bw 0) (bw 1)) (ww 2) (vnw 3) (NP (n 4) (PP (vz 5) (CONJ (n 6) (vg 7) (n 8))))) (let 9))
388	Rusland moderniseert .	(ROOT (SMAIN (n 0) (ww 1)) (let 2))
389	Modernisering impliceert een ontwikkeling naar meer rechtszekerheid en meer democratie .	(ROOT (SMAIN (n 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (CONJ (NP (vnw 5) (n 6)) (vg 7) (NP (vnw 8) (n 9)))))) (let 10))
390	En naar een klimaat waarin maatschappelijke initiatieven tot bloei kunnen komen en burgerschap wordt gestimuleerd .	(ROOT (DU (vg 0) (PP (vz 1) (NP (lid 2) (n 3) (REL (bw 4) (CONJ (SSUB (NP (adj 5) (n 6)) (INF (PP (vz 7) (n 8)) (ww 10)) (ww 9)) (vg 11) (SSUB (n 12) (ww 13) (PPART (ww 14)))))))) (let 15))
391	Zo kan het beste in mensen naar boven komen .	(ROOT (SMAIN (INF (bw 0) (MWU (lid 2) (adj 3)) (PP (vz 4) (n 5)) (PP (vz 6) (vz 7)) (ww 8)) (ww 1)) (let 9))
392	Rusland werkt aan het versterken van de kwaliteit van zijn rechtssysteem en aan een rechtshulp die toegankelijk is voor iedereen .	(ROOT (SMAIN (n 0) (ww 1) (CONJ (PP (vz 2) (NP (lid 3) (ww 4) (PP (vz 5) (NP (lid 6) (n 7) (PP (vz 8) (NP (vnw 9) (n 10))))))) (vg 11) (PP (vz 12) (NP (lid 13) (n 14) (REL (vnw 15) (SSUB (AP (adj 16) (PP (vz 18) (vnw 19))) (ww 17))))))) (let 20))
393	De onafhankelijke Nederlandse organisatie Center for International Legal Cooperation helpt daarbij .	(ROOT (SMAIN (NP (lid 0) (adj 1) (adj 2) (n 3) (MWU (spec 4) (spec 5) (spec 6) (spec 7) (spec 8))) (ww 9) (bw 10)) (let 11))
394	Een wereld waarin de rule of law en de mensenrechten worden gerespecteerd , is een wereld waarin vertrouwen kan groeien .	(ROOT (SMAIN (NP (lid 0) (n 1) (REL (bw 2) (SSUB (CONJ (NP (lid 3) (MWU (spec 4) (spec 5) (spec 6))) (vg 7) (NP (lid 8) (n 9))) (ww 10) (PPART (ww 11))))) (let 12) (ww 13) (NP (lid 14) (n 15) (REL (bw 16) (SSUB (n 17) (ww 18) (INF (ww 19)))))) (let 20))
395	Onderling vertrouwen vergroot de kansen op ontwikkeling .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (NP (lid 3) (n 4) (PP (vz 5) (n 6)))) (let 7))
396	Handelsnaties als Nederland en Rusland hebben daarin een gedeeld belang .	(ROOT (SMAIN (NP (n 0) (CP (vz 1) (CONJ (n 2) (vg 3) (n 4)))) (ww 5) (bw 6) (NP (lid 7) (ww 8) (n 9))) (let 10))
397	Sinds de chaotische periode in de jaren na 1991 , is een nieuwe generatie erin geslaagd stabiliteit te brengen , de economie de wind in de zeilen te geven en een rechtsstaat op te bouwen .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (lid 1) (adj 2) (n 3) (PP (vz 4) (NP (lid 5) (n 6) (PP (vz 7) (tw 8)))))) (PP (bw 14) (CONJ (TI (INF (n 16) (ww 18)) (vz 17)) (let 19) (TI (INF (NP (lid 20) (n 21)) (NP (lid 22) (n 23) (PP (vz 24) (NP (lid 25) (n 26)))) (ww 28)) (vz 27)) (vg 29) (TI (INF (NP (lid 30) (n 31)) (vz 32) (ww 34)) (vz 33)))) (ww 15)) (let 9) (ww 10) (NP (lid 11) (adj 12) (n 13))) (let 35))
398	Dat is een prestatie van formaat .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (n 5)))) (let 6))
399	Het komt er nu op aan de principes van vrijheid , democratie en internationale samenwerking tot volle bloei te brengen .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vnw 2) (vz 4) (TI (INF (PP (vz 5) (NP (lid 6) (n 7) (PP (vz 8) (CONJ (n 9) (let 10) (n 11) (vg 12) (NP (adj 13) (n 14)))))) (PP (vz 15) (NP (adj 16) (n 17))) (ww 19)) (vz 18))) (bw 3)) (let 20))
400	De wereld heeft een sterk en democratisch Rusland hard nodig als partner in de aanpak van vraagstukken die ons allemaal raken .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (NP (lid 3) (CONJ (adj 4) (vg 5) (adj 6)) (n 7)) (AP (adj 8) (adj 9) (CP (vg 10) (NP (n 11) (PP (vz 12) (NP (lid 13) (n 14) (PP (vz 15) (NP (n 16) (REL (vnw 17) (SSUB (vnw 18) (bw 19) (ww 20))))))))))) (let 21))
401	De wereld van vandaag is geen ' zero sum game ' .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (bw 3))) (ww 4) (NP (vnw 5) (let 6) (MWU (spec 7) (spec 8) (spec 9)) (let 10))) (let 11))
402	Samen kunnen we verder komen .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (INF (adj 3) (ww 4))) (let 5))
403	Nederland wil constructief samenwerken met Rusland , op basis van wederzijds respect en een gezamenlijk gevoel van verantwoordelijkheid .	(ROOT (SMAIN (n 0) (ww 1) (INF (adj 2) (ww 3) (PP (vz 4) (n 5)) (let 6) (PP (MWU (vz 7) (n 8) (vz 9)) (CONJ (NP (adj 10) (n 11)) (vg 12) (NP (lid 13) (adj 14) (n 15) (PP (vz 16) (n 17))))))) (let 18))
404	We mogen zelfbewust en kritisch zijn .	(ROOT (SMAIN (vnw 0) (ww 1) (INF (CONJ (adj 2) (vg 3) (adj 4)) (ww 5))) (let 6))
405	Vriendschap en openhartigheid gaan goed samen .	(ROOT (SMAIN (CONJ (n 0) (vg 1) (n 2)) (ww 3) (adj 4) (bw 5)) (let 6))
406	Dat maakt onze relatie zo intensief en waardevol .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (vnw 2) (n 3)) (CONJ (AP (bw 4) (adj 5)) (vg 6) (AP (adj 7)))) (let 8))
407	U vertegenwoordigt een nieuwe , onbevangen generatie .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (adj 3) (let 4) (adj 5) (n 6))) (let 7))
408	Als studenten aan deze bijzondere universiteit , speelt u een belangrijke rol bij het vormgeven van de toekomst van dit land en van de wereld .	(ROOT (SMAIN (CP (vz 0) (NP (n 1) (PP (vz 2) (NP (vnw 3) (adj 4) (n 5))))) (let 6) (ww 7) (vnw 8) (NP (lid 9) (adj 10) (n 11)) (CONJ (PP (vz 12) (NP (lid 13) (ww 14) (PP (vz 15) (NP (lid 16) (n 17) (PP (vz 18) (NP (vnw 19) (n 20))))))) (vg 21) (PP (vz 22) (NP (lid 23) (n 24))))) (let 25))
409	Wie weet wat de toekomst voor u in het verschiet heeft .	(ROOT (WHQ (vnw 0) (SV1 (ww 1) (WHSUB (vnw 2) (SSUB (NP (lid 3) (n 4) (PP (vz 5) (vnw 6))) (MWU (vz 7) (lid 8) (n 9)) (ww 10))))) (let 11))
410	Wie weet wat uw bijdrage zal zijn .	(ROOT (WHQ (vnw 0) (SV1 (ww 1) (WHSUB (vnw 2) (SSUB (NP (vnw 3) (n 4)) (ww 5) (INF (ww 6)))))) (let 7))
411	Gezien de reputatie van MGIMO , zijn mijn verwachtingen hoog .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (PP (vz 3) (n 4)))) (let 5) (ww 6) (NP (vnw 7) (n 8)) (adj 9)) (let 10))
412	Misschien is een van u over twintig jaar wel ambassadeur in Den Haag .	(ROOT (SMAIN (bw 0) (ww 1) (NP (tw 2) (PP (vz 3) (vnw 4))) (PP (vz 5) (NP (tw 6) (n 7))) (bw 8) (NP (n 9) (PP (vz 10) (MWU (spec 11) (spec 12))))) (let 13))
413	Dat zou prachtig zijn .	(ROOT (SMAIN (vnw 0) (ww 1) (INF (adj 2) (ww 3))) (let 4))
414	Zoals ik al zei : Den Haag was de eerste stad ter wereld met een permanente diplomatieke Russische vertegenwoordiging .	(ROOT (DU (CP (vg 0) (SSUB (vnw 1) (bw 2) (ww 3))) (let 4) (SMAIN (MWU (spec 5) (spec 6)) (ww 7) (NP (lid 8) (tw 9) (n 10) (PP (vz 11) (n 12)) (PP (vz 13) (NP (lid 14) (adj 15) (adj 16) (adj 17) (n 18)))))) (let 19))
415	En in de toekomst blijft het een stad waar u - in welke hoedanigheid ook - welkom bent .	(ROOT (DU (vg 0) (SMAIN (PP (vz 1) (NP (lid 2) (n 3))) (ww 4) (vnw 5) (NP (lid 6) (n 7) (REL (vnw 8) (SSUB (vnw 9) (let 10) (PP (vz 11) (NP (vnw 12) (n 13) (bw 14))) (let 15) (adj 16) (ww 17)))))) (let 18))
416	Onlangs werd de voorpagina van een Nederlandse krant gevuld door een artikel met de volgende kop : " Levensverwachting Andorra - Swaziland : 83 - 29 .	(ROOT (SMAIN (PPART (bw 0) (ww 8) (PP (vz 9) (NP (lid 10) (n 11) (PP (vz 12) (NP (lid 13) (ww 14) (n 15))) (let 16) (let 17) (MWU (n 18) (n 19) (let 20) (n 21)) (let 22) (MWU (tw 23) (let 24) (tw 25))))) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (adj 6) (n 7))))) (let 26))
417	Het artikel maakte duidelijk hoe schrijnend de verschillen zijn tussen een van de rijkste West-Europese landen en een van de armste landen van Afrika .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (adj 3) (WHSUB (AP (bw 4) (adj 5)) (SSUB (NP (lid 6) (n 7) (PP (vz 9) (CONJ (NP (tw 10) (PP (vz 11) (NP (lid 12) (adj 13) (adj 14) (n 15)))) (vg 16) (NP (tw 17) (PP (vz 18) (NP (lid 19) (adj 20) (n 21) (PP (vz 22) (n 23)))))))) (ww 8)))) (let 24))
418	Andorra heeft 80.000 inwoners .	(ROOT (SMAIN (n 0) (ww 1) (NP (tw 2) (n 3))) (let 4))
419	Swaziland 80.000 wezen .	(ROOT (DU (n 0) (NP (tw 1) (n 2))) (let 3))
420	De kindersterfte is in Andorra het laagst van de wereld .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PP (vz 3) (n 4)) (NP (lid 5) (n 6) (PP (vz 7) (NP (lid 8) (n 9))))) (let 10))
421	In Swaziland het hoogst .	(ROOT (PP (vz 0) (MWU (n 1) (lid 2) (adj 3))) (let 4))
422	Andorra is een toeristisch paradijs voor mensen met een brede beurs .	(ROOT (SMAIN (n 0) (ww 1) (NP (lid 2) (adj 3) (n 4) (PP (vz 5) (NP (n 6) (PP (vz 7) (NP (lid 8) (adj 9) (n 10))))))) (let 11))
423	In Swaziland is een struggle for life gaande .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (NP (lid 3) (MWU (spec 4) (spec 5) (spec 6))) (ww 7)) (let 8))
424	Nu nog meer dan ooit .	(ROOT (AP (ADVP (bw 0) (bw 1)) (vnw 2) (CP (vg 3) (bw 4))) (let 5))
425	Volgens het Wereldvoedselprogramma heeft bijna de helft van de bevolking voedselhulp nodig omdat door droogte en de hoge temperaturen de oogst bijna volledig is mislukt .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2))) (ww 3) (NP (bw 4) (lid 5) (n 6) (PP (vz 7) (NP (NP (lid 8) (n 9)) (n 10)))) (adj 11) (CP (vg 12) (SSUB (PPART (PP (vz 13) (CONJ (n 14) (vg 15) (NP (lid 16) (adj 17) (n 18)))) (AP (bw 21) (adj 22)) (ww 24)) (NP (lid 19) (n 20)) (ww 23)))) (let 25))
426	Afrika is een continent met vele en grote problemen .	(ROOT (SMAIN (n 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (CONJ (NP (vnw 5)) (vg 6) (NP (adj 7) (n 8)))))) (let 9))
427	Problemen die om oplossingen schreeuwen .	(ROOT (NP (n 0) (REL (vnw 1) (SSUB (PP (vz 2) (n 3)) (ww 4)))) (let 5))
428	Ik ben daarom blij dat de TU Delft heeft besloten dit lustrumsymposium in het teken te stellen van oplossingen voor Afrika .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (AP (adj 3) (CP (vg 4) (SSUB (NP (lid 5) (MWU (spec 6) (spec 7))) (ww 8) (PPART (ww 9) (TI (INF (NP (vnw 10) (n 11)) (MWU (vz 12) (lid 13) (n 14)) (ww 16) (PP (vz 17) (NP (n 18) (PP (vz 19) (n 20))))) (vz 15))))))) (let 21))
429	Duurzame oplossingen , want alleen die hebben toekomst .	(ROOT (CONJ (NP (adj 0) (n 1)) (let 2) (vg 3) (DU (bw 4) (SMAIN (vnw 5) (ww 6) (n 7)))) (let 8))
430	De TU Delft bestaat dit jaar 165 jaar . Daarmee wil ik u heel hartelijk feliciteren .	(ROOT (DU (SMAIN (NP (lid 0) (MWU (spec 1) (spec 2))) (ww 3) (NP (vnw 4) (n 5)) (NP (tw 6) (n 7))) (let 8) (SMAIN (INF (bw 9) (vnw 12) (AP (adj 13) (adj 14)) (ww 15)) (ww 10) (vnw 11))) (let 16))
431	Op deze universiteit bruist het van de dynamiek en creativiteit .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (vnw 4) (PP (vz 5) (CONJ (NP (lid 6) (n 7)) (vg 8) (n 9)))) (let 10))
432	U wilt excelleren . En met succes .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (PPART (ww 2))) (let 3) (DU (vg 4) (PP (vz 5) (n 6)))) (let 7))
433	Ik denk aan het team van de Nuna4 die voor de vierde keer op rij in Australië de World Solar Challenge wist te winnen .	(ROOT (SMAIN (vnw 0) (ww 1) (TI (INF (PP (vz 2) (NP (lid 3) (n 4) (PP (vz 5) (NP (lid 6) (n 7))) (REL (vnw 8) (SSUB (PP (vz 9) (NP (lid 10) (tw 11) (n 12) (PP (vz 13) (n 14)))) (PP (vz 15) (n 16)) (NP (lid 17) (MWU (spec 18) (spec 19) (spec 20))) (ww 21))))) (ww 23)) (vz 22))) (let 24))
434	Maar ik denk bijvoorbeeld ook aan Sanne Kistemaker die met haar communicatiemiddel voor ouderen ' Piece of Family ' de Design for All Award van de Nederlandse Designprijzen 2007 in de wacht heeft gesleept .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (bw 3) (bw 4) (PP (vz 5) (NP (MWU (spec 6) (spec 7)) (REL (vnw 8) (SSUB (PPART (PP (vz 9) (NP (vnw 10) (n 11) (PP (vz 12) (adj 13)) (let 14) (MWU (spec 15) (spec 16) (spec 17)) (let 18))) (NP (lid 19) (MWU (spec 20) (spec 21) (spec 22) (spec 23)) (PP (vz 24) (NP (lid 25) (MWU (adj 26) (n 27) (tw 28))))) (MWU (vz 29) (lid 30) (n 31)) (ww 33)) (ww 32))))))) (let 34))
435	Beide prestaties van Delftse studenten zijn een felicitatie waard .	(ROOT (SMAIN (NP (vnw 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (AP (NP (lid 6) (n 7)) (adj 8))) (let 9))
436	In mijn bijdrage vandaag zal ik allereerst iets zeggen over de afwegingen die een rol spelen bij duurzame ontwikkeling .	(ROOT (SMAIN (INF (PP (vz 0) (NP (vnw 1) (n 2) (bw 3))) (adj 6) (vnw 7) (ww 8) (PP (vz 9) (NP (lid 10) (n 11) (REL (vnw 12) (SSUB (NP (lid 13) (n 14)) (ww 15) (PP (vz 16) (NP (adj 17) (n 18)))))))) (ww 4) (vnw 5)) (let 19))
437	Daarna wil ik ingaan op het belang van creativiteit en samenwerking bij het oplossen van duurzame vraagstukken .	(ROOT (SMAIN (INF (bw 0) (ww 3) (PP (vz 4) (NP (lid 5) (n 6) (PP (vz 7) (CONJ (n 8) (vg 9) (n 10))) (PP (vz 11) (NP (lid 12) (ww 13) (PP (vz 14) (NP (adj 15) (n 16)))))))) (ww 1) (vnw 2)) (let 17))
438	Tot slot zal ik mijn blik richten op de ontwikkeling en toekomst van Afrika .	(ROOT (SMAIN (INF (PP (vz 0) (n 1)) (NP (vnw 4) (n 5)) (ww 6) (PP (vz 7) (CONJ (NP (lid 8) (n 9) (PP (vz 12) (n 13))) (vg 10) (NP (n 11))))) (ww 2) (vnw 3)) (let 14))
439	Maar eerst iets over het feit dat duurzaam en niet-duurzaam vaak niet ver van elkaar verwijderd zijn .	(ROOT (DU (vg 0) (DU (bw 1) (NP (vnw 2) (PP (vz 3) (NP (lid 4) (n 5) (CP (vg 6) (SSUB (CONJ (adj 7) (vg 8) (adj 9)) (PPART (adj 10) (bw 11) (adj 12) (PP (vz 13) (vnw 14)) (ww 15)) (ww 16)))))))) (let 17))
440	Laat ik een voorbeeld geven .	(ROOT (SV1 (ww 0) (vnw 1) (INF (NP (lid 2) (n 3)) (ww 4))) (let 5))
441	In de jaren 70 en 80 van de vorige eeuw had Nederland een intensieve ontwikkelingsrelatie met Indonesië .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (CONJ (tw 3) (vg 4) (tw 5)) (PP (vz 6) (NP (lid 7) (adj 8) (n 9))))) (ww 10) (n 11) (NP (lid 12) (adj 13) (n 14) (PP (vz 15) (n 16)))) (let 17))
442	Op het platteland van West-Java bouwden Delftse ingenieurs verschillende typen waterzuiveringsinstallaties .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (PP (vz 3) (n 4)))) (ww 5) (NP (adj 6) (n 7)) (NP (adj 8) (n 9) (n 10))) (let 11))
443	Bij nader inzien functioneerden deze installaties niet goed .	(ROOT (SMAIN (PP (vz 0) (NP (adj 1) (n 2))) (ww 3) (NP (vnw 4) (n 5)) (AP (bw 6) (adj 7))) (let 8))
444	Waarom niet ?	(ROOT (WHQ (bw 0) (bw 1)) (let 2))
445	Het aluminiumsulfaat dat nodig is voor de zuivering bracht op de lokale markt veel geld op .	(ROOT (SMAIN (NP (lid 0) (n 1) (REL (vnw 2) (SSUB (AP (adj 3) (PP (vz 5) (NP (lid 6) (n 7)))) (ww 4)))) (ww 8) (PP (vz 9) (NP (lid 10) (adj 11) (n 12))) (NP (vnw 13) (n 14)) (vz 15)) (let 16))
446	Dus in plaats van het geleverde spul in de zuivering te gebruiken , verkocht de lokale operator het aan de inwoners van het dorp .	(ROOT (DU (bw 0) (SMAIN (CP (MWU (vz 1) (n 2) (vz 3)) (TI (INF (NP (lid 4) (ww 5) (n 6)) (PP (vz 7) (NP (lid 8) (n 9))) (ww 11)) (vz 10))) (let 12) (ww 13) (NP (lid 14) (adj 15) (n 16)) (vnw 17) (PP (vz 18) (NP (lid 19) (n 20) (PP (vz 21) (NP (lid 22) (n 23))))))) (let 24))
447	Je zou kunnen zeggen : It's the economy , stupid .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (INF (ww 2) (INF (ww 3)))) (let 4) (MWU (spec 5) (spec 6) (spec 7) (let 8) (spec 9))) (let 10))
448	De installatie was ook niet 24 uur per dag in bedrijf .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (bw 3) (bw 4) (NP (tw 5) (n 6) (PP (vz 7) (n 8))) (PP (vz 9) (n 10))) (let 11))
449	Geen enkele procesoperator wilde in de nachtelijke uren aanwezig zijn , want 's nachts komen de boze geesten .	(ROOT (CONJ (SMAIN (NP (vnw 0) (vnw 1) (n 2)) (ww 3) (INF (PP (vz 4) (NP (lid 5) (adj 6) (n 7))) (adj 8) (ww 9))) (let 10) (vg 11) (SMAIN (NP (lid 12) (n 13)) (ww 14) (NP (lid 15) (adj 16) (n 17)))) (let 18))
450	Je zou kunnen zeggen : It's the people , stupid .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (INF (ww 2) (INF (ww 3)))) (let 4) (MWU (spec 5) (spec 6) (spec 7) (let 8) (spec 9))) (let 10))
451	Tenslotte werkten de pompen die nodig waren om het water uit de rivier naar de zuivering te pompen niet .	(ROOT (SMAIN (bw 0) (ww 1) (NP (lid 2) (n 3) (REL (vnw 4) (SSUB (AP (adj 5) (OTI (vz 7) (TI (INF (NP (lid 8) (n 9)) (PP (vz 10) (NP (lid 11) (n 12))) (PP (vz 13) (NP (lid 14) (n 15))) (ww 17)) (vz 16)))) (ww 6)))) (bw 18)) (let 19))
