index	original	level
5308	Als u afhankelijk bent van één netwerkprovider loopt u alsnog het risico op downtime.	B1+
5309	Een datacenter waarbij u keuze heeft uit meerdere aanbieders (carrier neutral) is dan een absolute must.	B1+
5310	Wereldwijde verbindingen In onze datacenters bieden we diverse mogelijkheden voor internetverbindingen en verbindingen naar andere datacenters.	B1+
5311	Buiten ons eigen netwerk zijn er ook volop andere netwerken beschikbaar.	B1+
5312	Zo kunnen wij bijvoorbeeld snel en tegen zeer lage kosten directe koppelingen tussen bestaande verbindingen van uw kantoor en de datacenters van BIT realiseren.	B1+
5313	Omdat het netwerk van vrijwel elke grote netwerkoperator zich uitstrekt tot in de datacenters van BIT, zijn de mogelijkheden op het gebied van verbindingen en koppelingen eindeloos.	B1+
5314	Via een groot aantal internationale carriers zijn onze datacenters voor de hele wereld bereikbaar en bereiken wij vanuit onze datacenters de hele wereld.	B1+
5315	Door het grote aanbod aan carriers kunt u gemakkelijk en snel van netwerkprovider veranderen wanneer dit nodig is.	B1+
5316	In opdracht van NWO/PROO hebben we een reviewstudie uitgevoerd.	B2
5317	Welke rollen vervullen lerarenopleiders?	B2
5318	Wat zijn kritische kenmerken van die rollen?	B2
5319	Zijn lerarenopleiders zich bewust van die kenmerken en handelen ze er ook naar in de praktijk?	B2
5320	Hoe ontwikkelen zij zich?	B2
5321	Wat helpt om zich verder te ontwikkelen in die rollen?	B2
5322	Context Lerarenopleiders vervullen een cruciale rol in de onderwijsketen.	B2
5323	Het beroep van lerarenopleider heeft zich de laatste jaren tot een eigenstandig beroep ontwikkeld, met in Nederland een eigen beroepsstandaard en kennisbasis (www.velon.nl/registratie/beroepsstandaard_beroepsregister; www.kennisbasislerarenopleiders.nl).	B2
5324	Het beroep is sterk in ontwikkeling, mede door de ontwikkeling van opleiden in de school.	B2
5325	Vanuit wetenschappelijk en praktisch oogpunt is het daarom relevant om, nu het aantal publicaties over lerarenopleiders in het afgelopen decennium flink is toegenomen, de stand van het onderzoek op te maken en aanbevelingen te doen voor zowel verder onderzoek als voor de praktijk.	B2
5326	De reviewstudie op basis van ruim 130 wetenschappelijke tijdschriftartikelen kan veel betekenen voor de praktijk van lerarenopleiders.	B2
5327	De resultaten kunnen lerarenopleiders meer inzicht geven in hun rol(len) en handelen, en hoe ze zich daarin verder kunnen ontwikkelen.	B2
5328	Elke winter groeide de gletsjer, verzamelde hij sneeuw, elke winter groeide de gletsjer zoals het hoorde en elke zomer smolt hij weer, werd kleiner, stond water af, water dat in beken veranderde, het zocht zich een weg naar beneden, voortgestuwd door de zwaartekracht, de beken kwamen samen, werden watervallen, rivieren.	B2
5329	Er waren twee dorpen die een berg en een gletsjer deelden, we deelden de berg en de gletsjer al zolang we ons konden herinneren.	B2
5330	De ene zijde van de berg was loodrecht, daar viel het water van Søsterfossene naar beneden, het stortte 711 meter recht omlaag, naar het Eidemeer, een diepgroen water dat de naam aan het dorp gaf, Eidesdalen, en dat de omgeving vruchtbaar maakte voor mens en dier.	B2
5331	Eidesdalen, het dorp van Magnus.	B2
5332	In Eidesdalen kon je de fjord niet zien, de zilte smaak niet op je lippen proeven, het zout werd niet door de wind meegevoerd, het bereikte het dorp nooit, ze roken de zee daarboven niet.	B2
5333	Zo groeide hij op.	B2
5334	In de middeleeuwen speelde de adel een belangrijke rol bij het besturen van een gebied.	B2
5335	De koning of vorst had een leger nodig om zijn land te verdedigen en om oorlog te voeren.	B2
5336	Hij was afhankelijk van zijn belangrijkste krijgsmannen die tot de adel behoorden.	B2
5337	Deze krijgsheren, ook wel vazallen genoemd, kregen van de vorst een leen (een stuk grond) om van de opbrengst te leven en om hun wapenuitrusting te bekostigen.	B2
5338	De belangrijke krijgsheren konden delen van hun grond op hun beurt in leen geven aan lagere krijgsheren (de lage adel).	B2
5339	Dit systeem wordt ook wel het feodale systeem genoemd.	B2
5340	Het feodalisme is kenmerkend voor de standenmaatschappij van de middeleeuwen.	B2
5341	Naast krijgsheren konden trouwens ook bisschoppen beloond worden door ze een stuk grond in leen te geven.	B2
5342	Op die manier werden ook geestelijken een onderdeel van het politieke stelsel.	B2
5343	Het harnas kwam pas op in de 13e eeuw.	B2
5344	Het leenstelsel was bij de Franken de basis van het bestuur.	B2
5345	Karel Martel was de eerste die op deze manier grond als leen aan zijn krijgsheren toevertrouwde.	B2
5346	Hij voerde veel oorlogen en daarom was een sterk leger erg belangrijk.	B2
5347	Omdat de wapenrusting van zijn krijgsheren erg duur was, gaf Martel zijn edelen grote stukken grond.	B2
5348	De zeventiende eeuw is de tijd van regenten en vorsten, maar ook van schilders!	B1+
5349	De bekendste is Rembrandt van Rijn (1606-1669).	B1+
5350	Zijn werk is miljoenen waard!	B1+
5351	Wat is dat toch met die schilder, die vierhonderd jaar geleden leefde?	B1+
5352	Wat is zijn geheim?	B1+
5353	In 1606 wordt Rembrandt geboren in Leiden.	B1+
5354	Al gauw blijkt dat hij goed kan tekenen.	B1+
5355	Op zijn 21ste verhuist hij naar Amsterdam.	B1+
5356	Dat is een rijke stad waar je veel geld kunt verdienen als schilder.	B1+
5357	Dat lijkt hem wel wat!	B1+
5358	Al snel stromen de opdrachten binnen.	B1+
5359	Rijke kooplui willen allemaal een schilderij van Rembrandt, om lekker te kunnen pronken!	B1+
5360	Rembrandt maakt veel portretten.	B1+
5361	Niet alleen van rijkelui, maar ook van gewone burgers.	B1+
5362	Zijn schilderijen zijn behoorlijk duur, maar hij maakt ook etsen.	B1+
5363	Dat zijn tekeningen met een naald op een metalen plaat, die is ingesmeerd met zwarte was.	B1+
5364	Van één zo’n plaat kun je honderd afdrukken maken.	B1+
5365	Etsen zijn dus veel goedkoper dan een schilderij.	B1+
5366	Ze worden populair bij mensen met minder geld.	B1+
5367	Rembrandts geheim Wat maakt Rembrandt nou zo bijzonder?	B1+
5368	Ten eerste kijkt hij anders dan anderen.	B1+
5369	Hij onderzoekt veel.	B1+
5370	Steeds vraagt hij zich af hoe hij iemands gevoelens het best kan uitbeelden.	B1+
5371	Is iemand verbaasd, moe, vrolijk of bang?	B1+
5372	Rembrandt kan het prachtig vastleggen.	B1+
5373	In de lente van 1944 was ik zestien jaar en ik woonde met mijn ouders en twee oudere zussen in Kassa, in Hongarije.	B2
5374	Ik was verliefd op mijn eerste vriendje Eric, een lange, intelligente jongen die ik kende van mijn leesclub.	B2
5375	In mijn gedachten beleefde ik telkens weer onze eerste kus en bewonderde ik de nieuwe, blauwe zijden jurk die mijn vader voor me had gemaakt.	B2
5376	Ik hield mijn vooruitgang in ballet en turnen bij, en maakte grapjes met Magda, mijn knappe oudste zus, en Klara, die viool studeerde aan een conservatorium in Boedapest.	B2
5377	Ons hart pompt ons hele leven, ook al merken we daar meestal niets van.	B2
5378	Onbewust (autonoom zenuwstelsel) blijft de belangrijke spier in beweging.	B2
5379	Het hart werkt niet elk moment even hard.	B2
5380	Tussen elke samentrekking van het hart zit een korte rustperiode waarin het hart herstelt.	B2
5381	Het hart gaat harder kloppen bij een toenemende inspanning van het lichaam.	B2
5382	Het hart zelf moet ook voortdurend van voedsel en zuurstof worden voorzien, anders kan het zijn werk niet doen.	B2
5383	Sommige hart- en vaatziekten zijn aangeboren en/of erfelijk bepaald.	B2
5384	Bij anderen kan sprake zijn van leefstijlziekten.	B2
5385	Het hart ontstaat al hele vroeg in de ontwikkeling van het embryo.	B2
5386	Het bestaat aanvankelijk uit een recht bloedvat met een gespierde wand.	B2
5387	Het begint al te kloppen als het embryo 23 dagen oud is en 2,2 mm lang.	B2
5388	De hartbuis gaat zich krommen en geleidelijk ontstaan een linker- en een rechterharthelft.	B2
5389	Beiden weer verdeelt in een boezem en een kamer.	B2
5390	Op volwassen leeftijd is het hart ongeveer zo groot als een vuist.	B2
5391	Het ligt in de borstholte, links onder het borstbeen.	B2
5392	Per minuut slaat het hart in rust zo’n 60-80 keer.	B2
5393	Bij elke hartslag wordt er bloed naar het lichaam en naar de longen gepompt en komt er bloed terug in het hart.	B2
5394	Met bonzend hart haastte Kilian Werfel zich door de stoffige straten van Badenburg, de hoofdstad van het Groot Badense Rijk.	B2
5395	Wat hem was overkomen was niets minder dan een wonder.	B2
5396	Hij was ontboden bij de Egon, de grote dictator!	B2
5397	Benno Kwatschi, Regeringscommissaris.	B2
5398	Een wonder, inderdaad, maar ook verontrustend, want wat kon de Egon in ’s hemelsnaam te bespreken hebben met een jonge taalgeleerde, die sinds twee jaar een slechtbetaalde baan had bij de Badenburgse Universiteit?	B2
5399	Kilian begreep er niets van.	B2
5400	Had hij misschien iets gezegd, geschreven of gedaan wat in strijd was met de belangen van Het Rijk?	B2
5401	Maar in zo’n geval werd je niet op het matje geroepen bij de Egon zelf.	B2
5402	Bovendien kon Kilian zich niet indenken wát hij verkeerd had gedaan.	B2
5403	Planten bestuderen, drogen en bewaren is een leuke hobby van vele mensen.	B1+
5404	Als je mooie planten tegenkomt in de natuur is het leuk deze thuis goed te bestuderen en daarna voor langere tijd te bewaren in een herbarium.	B1+
5405	Deze les gaat over het zoeken van de wilde planten, het drogen van de planten, het determineren van de gevonden planten en het maken van een herbarium om je mooie planten netjes in te bewaren.	B1+
5406	In de onderstaande video leer je in vier stappen hoe je mooi herbarium kunt maken.	B1+
5407	Houd je wel aan de juiste volgorde van eerst determineren en daarna drogen.	B1+
5408	Gedroogde planten veranderen toch een beetje van kleur.	B1+
5409	Een aantal typerende kenmerken kunnen tijdens het drogen ook verdwijnen.	B1+
5410	Gedroogde planten zijn dus haast niet meer op naam te brengen.	B1+
5411	Succes met je ontdekkingstocht in de wonderlijke bloemenwereld en veel plezier in de natuur.	B1+
5412	In de hierboven staande video heb je gezien hoe je de planten kunt determineren met behulp van een website en met behulp van de Nieuwe Plantengids voor onderweg.	B1+
5413	Beide manieren zijn relatief simpel en kunnen je snel informatie geven over de naam van de plant.	B1+
5414	Maar er wordt niet echt in detail naar de eigenschappen van de plant gekeken.	B1+
5415	"Wil je meer zekerheid over de naam van een gevonden plant, bekijk dan de onderstaande video ""determineren door experts""."	B1+
5416	Na de volksverhuizingen die leidden tot de val van het West-Romeinse Rijk in 476 n.Chr. en de bezetting van Rome door de Ostrogoten, begonnen de middeleeuwen.	B2
5417	Er brak een nieuw tijdperk aan en de samenhang die de Romeinse cultuur had gebracht, verdween.	B2
5418	De stedelijke cultuur van de Romeinen, die was gebaseerd op commerciële landbouw, internationale handel en het leven in grote moderne steden, raakte in verval.	B2
5419	Dat betekende niet dat alles verdween.	B2
5420	Veel Romeinse bouwwerken en steden bleven bestaan.	B2
5421	De steden raakten echter ontvolkt.	B2
5422	De communicatie en contacten tussen de gebieden verdwenen grotendeels.	B2
5423	West-Europa werd (weer) een agrarische samenleving.	B2
5424	Door het einde van het Romeinse rijk in West-Europa veranderde er veel.	B2
5425	Verschillende Germaanse en Keltische stammen richtten hun eigen koninkrijken op.	B2
5426	De Romeinse wegen en grote steden aan de handelsroutes raakten in verval.	B2
5427	Het was voor kooplieden niet verstandig om over grote afstanden te reizen omdat de wegen onveilig waren door gewapende bendes.	B2
5428	Europa ging de donkere eeuwen in.	B2
5429	Einde handel Door het einde van het Romeinse rijk in West-Europa veranderde er veel.	B2
5430	Verschillende Germaanse en Keltische stammen richtten hun eigen koninkrijken op.	B2
5431	De Romeinse wegen en grote steden aan de handelsroutes raakten in verval.	B2
5432	Helemaal nu je langere tijd niet naar school kan.	A1+
5433	Daarom hebben we drie vragen over kerstfilms.	A1+
5434	Wat vind jij?	A1+
5435	Vind jij dat samen een film kijken bij kerst hoort?	A1+
5436	Reageer op onze stelling!	A1+
5437	Het is in Nederland niet vaak heel koud, en ook niet vaak heel warm.	A2
5438	De gemiddelde temperatuur is 10 graden.	A2
5439	Natuurlijk is het in de zomer warmer.	A2
5440	Sommige mensen zeggen dat het in Nederland bijna altijd regent.	A2
5441	Ook regent het in de winter een beetje meer dan in de zomer.	A2
5442	In totaal valt er ongeveer 80 centimeter regen per jaar.	A2
5443	Het klimaat verandert In de hele wereld wordt het warmer, en ook in Nederland.	A2
5444	Sinds 1900 is het in Nederland 1,7 graden warmer geworden.	A2
5445	En sinds 1950 valt er 20% meer regen.	A2
5446	Het is niet zo dat het meer dagen regent.	A2
5447	Hoe verandert het klimaat in de wereld?	A2
5448	Het wordt dus in de hele wereld warmer.	A2
5449	En in sommige landen wordt het ook veel droger, zoals in Noord-Afrika, het Midden-Oosten en ook in Zuid-Europa.	A2
5450	Een ander probleem is dat het ijs op de wereld sneller smelt: het ijs wordt water en komt in de zee.	A2
5451	De zee wordt dus hoger.	A2
5452	Dat kan problemen geven voor lage landen die aan de zee liggen, zoals Bangladesh en Nederland.	A2
5453	Daar lag ze, de stad, okerkleurig, ondoordringbaar.	B2+
5454	Rijen huizen onder een melkachtig waas.	B2+
5455	Een boulevard langs zee, omzoomd door palmen.	B2+
5456	Op een verhoging boven het water een reuzenrad.	B2+
5457	In de heuvels erachter flikkerende, blauwe zwembaden, als morsetekens die de vroege ochtend verkondigden.	B2+
5458	Boven het zuiden van de stad zette het vliegtuig de landing in.	B2+
5459	International Airport.	B2+
5460	Robert Landauer maakte zijn veiligheidsgordel los, pakte zijn reistas uit het bagagevak, legde zijn jasje over zijn arm en streek het glad.	B2+
5461	Hij had zijn leesbril voor de landing keer op keer gepoetst en voor het leeslampje aan het plafond gehouden, tot hij merkte dat de passagier die naast hem zat fronsend naar hem keek.	B2+
5462	Ondanks verschillende pogingen was hij blijven steken in het hoofdstuk ‘Before You Travel’.	B2+
5463	Na een paar alinea’s waren zijn ogen dichtgevallen, zijn wijsvinger lag als een bladwijzer tussen de pagina’s.	B2+
5464	Een luchthavenbus bracht hem naar de terminal.	B2+
5465	In de omgeving van de lerarenopleidingen zijn veel stakeholders en intermediaire organisaties actief die van invloed zijn op of ondersteunend (willen) zijn voor het werk van lerarenopleiders.	C1
5466	Door de grote diversiteit van kennisgebieden en van organisaties en stakeholders is er geen sprake van een eenduidige kennisinfrastructuur die de totale kennis rond het opleiden van leraren ontsluit.	C1
5467	Dat maakt het lastig voor (beginnende) lerarenopleiders om kennis en informatie eenvoudig te vinden en om goed op de hoogte te blijven van relevante ontwikkelingen.	C1
5468	Doel van dit hoofdstuk is om lerarenopleiders meer wegwijs te maken in het vinden van voor hun werk relevante organisaties en bronnen.	C1
5469	Dit hoofdstuk1 begin met een inleiding hoe je je tot dit externe netwerk kunt verhouden.	C1
5470	Vervolgens wordt in drie blokken een uitgebreid overzicht gegeven van organisaties en bronnen.	C1
5471	Het tweede blok verwijst naar (digitale) bronnen betreffende de beleidsmatige infrastructuur van lerarenopleidingen, speciale opleidingstrajecten en de kaders in wet- en regelgeving.	C1
5472	Het laatste blok geeft informatie over relevante internationale organisaties en voor lerarenopleiders relevante tijdschriften.	C1
5473	Na je treinreis uitchecken op het station en direct weer inchecken in een auto van Greenwheels?	A2+
5474	Het kan nu heel makkelijk met de nieuwe app van Greenwheels.	A2+
5475	Met de app meld je je binnen één minuut aan met je OV-chipkaart en rij je direct weg.	A2+
5476	Op deze manier stap je op 110 stations gemakkelijk over.	A2+
5477	Heb je een NS-abonnement?	A2+
5478	Dan krijg je eenmalig € 25 korting als je je bij Greenwheels registreert.	A2+
5479	Vul hiervoor na je registratie de actiecode NSvoordeel2020 in bij Mijn Greenwheels.	A2+
5480	New York, 27 maart 1964.	B2
5481	Een artikel in The New York Times over de gruwelijke moord op de 28-jarige Kitty Genovese doet veel stof opwaaien.	B2
5482	Hoewel er 38 mensen in de buurt waren die hadden kunnen reageren op haar hulpgeroep, waaronder bewoners van een flat, greep niemand in.	B2
5483	Zelfs de politie werd niet gebeld.	B2
5484	Mede hierdoor kon de dader terugkomen en Genovese, terwijl ze gewond op de grond lag, nog twee keer steken.	B2
5485	Zo beschreef journalist Martin Gansberg wat er was gebeurd.	B2
5486	Later werd bekend dat op het verhaal van Gansberg wel wat af te dingen viel (zie fotobijschrift hiernaast).	B2
5487	De ophef die ontstond over het artikel in de The New York Times zorgde ervoor dat sociaal psychologen het ‘omstandergedrag’ gingen onderzoeken.	B2
5488	Bijvoorbeeld omdat we vinden dat anderen dat maar moeten doen of omdat we ons onbewust spiegelen aan het gedrag van de groep.	B2
5489	Het begrip omstandereffect werd in 1968 in de sociale psychologie geïntroduceerd door psychologen John Darley en Bibb Latané.	B2
5490	Het periodiek systeem, is de basis vanwaar veel chemische dingen kunnen worden bereikt.	B1
5491	We gaan deze tabel eens even van dichterbij bekijken.	B1
5492	In deze tabel zie je allemaal letters en cijfers.	B1
5493	Elke letter staat voor 1 chemisch element, oftewel een atoom.	B1
5494	"Het woord atoom komt van het Griekse ""α"" wat ""niet"" betekent en ""τομος"" (tomos) wat ""snijden"" betekent."	B1
5495	Bekijk bijvoorbeeld eens het atoom dat het nummer 1 draagt.	B1
5496	"Het symbool van dit atoom is ""H""."	B1
5497	"Dit staat voor het Latijnse ""Hydrogenium""."	B1
5498	"In het Nederlands heet dit atoom ""Waterstof""."	B1
5499	Er zijn in totaal, zoals je kan zien, 118 atomen bekend, maar sommige atomen komen niet zomaar voor op de wereld.	B1
5500	Dit zijn kunstmatige elementen, die gemaakt zijn in een laboratorium.	B1
5501	In de natuur komen de eerste 92 elementen van de tabel voor, de rest is kunstmatig.	B1
5502	Bij een dorpje in Brazilië keken de inwoners raar op.	A2+
5503	De lucht boven hen was vol zwarte stippen.	A2+
5504	Regendruppels?	A2+
5505	Nee, honderden spinnen die tussen de bomen leken te zweven.	A2+
5506	Pas als je goed keek, zag je dat ze in heel grote webben van zeer dunne draden zaten.	A2+
5507	Normaal werken spinnen niet samen, maar deze soort doet dat soms wel.	A2+
5508	Dan maken de spinnen met zijn allen enorme webben tussen de bomen en struiken en vangen ze heel veel muggen.	A2+
5509	De inwoners van het dorp zijn daarom maar wat blij met al die achtpoters.	A2+
5510	Op 4 februari 1961 opent minister Korthals van Verkeer en Waterstaat snelweg 4A.	B1+
5511	Dat is ook het moment waarop het Ringvaartaquaduct bij Roelofarendsveen het levenslicht ziet.	B1+
5512	De opening is een feestelijke aangelegenheid, met toeschouwers, een feeststoet en de nodige symbolische handelingen.	B1+
5513	Beetje bij beetje neemt in die jaren het verkeer toe, maar anno 2022 rijden er dagelijks zóveel voertuigen dat het Ringvaartaquaduct niet meer voldoet.	B1+
5514	Wat gaat er veranderen?	B1+
5515	Opening Ringvaartaquaduct grote impact op motorverkeer Toen het Ringvaartaquaduct werd geopend, had dat veel impact op het motorverkeer in de regio.	B1+
5516	Verkeer tussen Amsterdam en Rotterdam hoefde daardoor vanaf dat moment niet meer dwars door Leiden of Den Haag.	B1+
5517	In de decennia die volgden nam dat verkeer in rap tempo toe.	B1+
5518	Op slot Uilenstein woonde sinds oeroude tijden een spookje.	B2+
5519	Het was een onschuldig klein nachtspook, zo eentje van het soort dat niemand kwaad doet, behalve als je ze boos maakt.	B2+
5520	Overdag sliep hij in een lood - zware, met ijzer beslagen eiken houten kist die goed verstopt achter een van de dikke schoorstenen op de zolder stond.	B2+
5521	Geen mens had er een vermoeden van dat daar een spook in huisde.	B2+
5522	Pas ’s nachts, wanneer in het stadje Uilenberg aan de voet van het slot de raadhuisklok middernacht sloeg, werd het spookje wakker.	B2+
5523	Prompt bij de twaalfde slag deed hij zijn ogen open en rekte zich eens goed uit.	B2+
5524	Een onschuldig klein nachtspookje die hij als hoofdkussen gebruikte zijn sleutelbos met de dertien sleutels tevoorschijn waarmee hij altijd rondsleepte.	B2+
5525	Die zwaaide hij tegen het deksel van de kist, dat dan onmiddellijk van het slot sprong en vanzelf openklapte.	B2+
5526	Nu kon het spookje uit zijn kist klimmen.	B2+
5527	Daarbij stootte hij elke keer met zijn hoofd tegen een van de vele spinnenwebben.	B2+
5528	Want op dit afgelegen deel van de zolder, waar al in geen jaren een mens meer een voet had gezet, wemelde het van de spinnenwebben en was alles verschrikkelijk stoffig.	B2+
5529	Zelfs de spinnen webben zaten vol stof.	B2+
5530	Het Verenigd Koninkrijk, of officieel het Verenigd Koninkrijk van Groot-Brittanië en Noord-Ierland (vaak afgekort tot VK) is een land in Europa.	B1
5531	Het Verenigd Koninkrijk is ook een van de belangrijkste en bekendste landen ter wereld.	B1
5532	Vaak wordt het Verenigd Koninkrijk ook wel Engeland genoemd, maar dit fout.	B1
5533	Engeland is namelijk slechts een deel van het Verenigd Koninkrijk.	B1
5534	Ook is de naam Groot-Brittannië fout, want dit is de naam van het eiland waar het VK voor een deel op ligt.	B1
5535	In het Engels wordt het Verenigd Koninkrijk The United Kingdom (of UK) genoemd.	B1
5536	Vaak wordt ook de naam Britain gebruikt als bijnaam.	B1
5537	Het Verenigd Koninkrijk heeft een lange geschiedenis en is vaak in oorlog geweest, vooral met Frankrijk.	B1
5538	Veel landen waren oud-koloniën van het Verenigd Koninkrijk.	B1
5539	Al zo lang het Verenigd Koninkrijk bestaat is het een monarchie geweest.	B1
5540	Door het grote grondgebied werd het Verenigd Koninkrijk op een gegeven moment het machtigste land ter wereld.	B1
5541	In de loop van de 20e eeuw verloor het VK een hoop grondgebied.	B1
5542	Het Verenigd Koninkrijk van vandaag de dag ligt geheel op eilanden.	B1
5543	Technisch gezien is het Verenigd Koninkrijk een politieke unie van vier landen.	B1
5544	Deze countries zijn niet onafhankelijk en worden als één enkel land gezien.	B1
5545	De hoofdstad van dit land is Londen ene munteenheid is de Pond sterling.	B1
5546	Dat is nogal plompverloren als opening, maar het is een feit waar weinig aan te veranderen valt.	B2
5547	Dit feit is van een orde waaraan even weinig valt te veranderen als het gegeven dat ’s ochtends de zon opkomt en dat je in de loop van de middag honger krijgt.	B2
5548	Hij kon zijn ogen sluiten, zijn oren dichtdoen en net doen of hij van niets wist, maar zijn grootvader zou daarmee niet terugkeren.	B2
5549	Geconfronteerd met deze harde werkelijkheid stond Rintaro Natsuki zwijgend als aan de grond genageld.	B2
5550	Aan de buitenkant leek hij een rustige jongen.	B2
5551	Onder de bezoekers van de uitvaart bevonden zich ook mensen bij wie zijn verschijning ongetwijfeld een beklemmend gevoel opriep, want voor een tiener die zo plotseling zijn enige familielid had verloren, maakte hij een nogal kalme indruk.	B2
5552	De manier waarop hij in een hoekje van de aula bewegingloos naar het portret van zijn grootvader stond te staren, deed zelfs wat raadselachtig aan.	B2
5553	Toch was Rintaro niet bij uitstek een kalme, beheerste jongen.	B2
5554	Hij was nu alleen maar stilgevallen omdat hij zijn enigszins wereldvreemde, afstandelijke grootvader niet wist te koppelen aan het voor hem onwennige concept van ‘de dood’.	B2
5555	Mijn vrouw -waarmee ik dus niet getrouwd ben- en ik wonen sinds 1 oktober 1987 met elkaar samen.	B1
5556	Vanaf onze eerste Kerstmis, samen, staat onderstaande kleine kerstslee in onze woonkamer.	B1
5557	Eind 1987 woonden we samen in een studentenflat op de hoek van de Van Nispenstraat en Berg en Dalseweg in Nijmegen.	B1
5558	We studeerden allebei.	B1
5559	Toen we anderhalve maand samenwoonden zijn we met z’n tweeën naar de kerstmarkt in Düsseldorf gegaan.	B1
5560	Je kunt het je niet meer voorstellen, maar je kon in die tijd nog niet met je bankpas pinnen in winkels in het buitenland.	B1
5561	Zelfs pinautomaten bestonden nog niet.	B1
5562	Uiteraard beschikten we als student niet over een creditcard.	B1
5563	Ook was de Euro er nog niet.	B1
5564	Ik ben toen naar het grenswisselkantoor gegaan om guldens om te wisselen in D-marken.	B1
5565	Aangezien we als student op de ‘kleintjes moesten letten’, heb ik toen twintig D-mark gehaald.	B1
5566	Dat is nu tien Euro.	B1
5567	Daar moesten we het die dag met z’n tweeën mee doen.	B1
5568	Dat betekende dat we thuis de boterhammen voor de lunch smeerden.	B1
5569	Gedurende de dag hebben we vooral gekeken naar de koopwaar op de kerstmarkt en de Königsallee.	B1
5570	We dronken warme chocolademelk in een café en kochten een minuscuul kaarsenkandelaar in de vorm van een goudkleurig strikje.	B1
5571	De ouders die hun kinderen naar school gebracht hebben, lopen al van het plein af en in de verte gaat de grote schooldeur langzaam dicht.	B1
5572	Op de eerste dag in groep drie!	B1
5573	Mees springt van de bagagedrager en rent naar binnen.	B1
5574	Maar papa roept hem terug.	B1
5575	Wil papa nog een kus ook!	B1
5576	Mees rent terug en geeft papa een kus.	B1
5577	Papa knipoogt.	B1
5578	Mees rent de school weer in.	B1
5579	Daar, om de hoek, daar is zijn nieuwe klas.	B1
5580	Mag hij zomaar naar binnen gaan?	B1
5581	Dat weet hij niet.	B1
5582	Moet hij eerst kloppen?	B1
5583	Voorzichtig trekt Mees de deur een stukje open.	B1
5584	Hij gluurt naar binnen.	B1
5585	Hij ziet de nieuwe juf.	B1
5586	De nieuwe juf ziet hem ook.	B1
5587	Ik ben Mees, juf,’ zegt Mees.	B1
5588	Mees Grobben komt op de eerste schooldag gewoon te laat.	B1
5589	Het zenuwstelsel van de mens bestaat uit zenuwcellen.	B2+
5590	Het zenuwstelsel is opgebouwd uit miljoenen zenuwcellen.	B2+
5591	Er zijn drie soorten zenuwcellen.	B2+
5592	Er zijn gevoelszenuwcellen, schakelcellen en bewegingszenuwcellen.	B2+
5593	Gevoelszenuwcellen vervoeren impulsen van een zintuigcel naar het centraal zenuwstelsel.	B2+
5594	Schakelcellen zorgen ervoor dat de impuls wordt overgedragen op andere zenuwcellen.	B2+
5595	Schakelcellen zorgen ervoor dat de impuls wordt overgedragen op bewegingszenuwcellen, maar dat de impuls ook bij de hersenen terecht komt.	B2+
5596	Bewegingszenuwcellen vervoeren impulsen weg van het centraal zenuwstelsel en richting een spier of een klier.	B2+
5597	Zenuwcellen zijn zeer bijzondere cellen.	B2+
5598	Elke zenuwcel heeft een cellichaam met daarin een celkern.	B2+
5599	Verder hebben alle cellichamen meerdere langere of kortere uitlopers.	B2+
5600	Deze langere of kortere uitlopers heten dendrieten of axonen.	B2+
5601	Maar wanneer is zo’n uitloper nu een dendriet of axon.	B2+
5602	Als je een zenuwcel bekijkt als een stukje spoorweg met het cellichaam als station dan is de naamgeving makkelijk te begrijpen.	B2+
5603	Als de trein richting het station rijdt dan noem je dat deel van het traject een dendriet.	B2+
5604	Is de trein het station gepasseerd, en rijdt de trein weg van het station, dan heet dat deel van het traject een axon.	B2+
5605	Zenuwcellen kunnen heel lang zijn.	B2+
5606	Sommige uitlopers kunnen meer dan een meter lang zijn, maar zenuwcellen zijn ook zeer kwetsbaar en dun.	B2+
5607	Zenuwcellen liggen bij elkaar in zenuwen.	B2+
5608	Een zenuw is dus een grote bundel zenuwcellen.	B2+
5609	Er zijn drie soorten zenuwen.	B2+
5610	Romans geven inzicht hoe het leven geleefd kan worden.	B2
5611	Fictie is wat dat betreft niet minder waard dan waargebeurde verhalen.	B2
5612	Veel schrijvers hebben hun ongelukkige jeugd geëxploiteerd voor hun literaire werk.	B2
5613	De romanliteratuur levert een onuitputtelijke bron van gegevens voor pedagogisch onderzoek.	B2
5614	Ze wordt eigenlijk veel te weinig voor dat doel gebruikt.	B2
5615	Twee jaar geleden verscheen een roman, die geen roman is.	B2
5616	Het zwijgen van Maria Zachea althans nadrukkelijk als een ware familiegeschiedenis.	B2
5617	Het is een vorm van oral history die zijn weerga in het pedagogisch onderzoek niet kent.	B2
5618	In 1988 hadden de tantes en ooms van Judith Koelemijer van vaders kant besloten om zelf voor hun oude moeder te zorgen.	B2
5619	Ze was na een hersenbloeding in het eigen huis teruggekeerd.	B2
5620	De twaalf broers en zussen, die voornamelijk druk doende waren geweest om hun eigen levens te leven, werden zo weer in één verhaal samengebracht.	B2
5621	Het zwijgen van moe werd uiteindelijk veroorzaakt door dementie, maar sommigen dachten er aan dat haar aanvankelijk hardnekkige zwijgen gezien moest worden als protest tegen het feit dat de kinderen haar na die beroerte niet gewoon hadden laten doodgaan.	B2
5622	Het zwijgen van Maria Zachea krijgt in het boek pedagogisch vooral betekenis als de manier waarop ze als moeder het gezin bij elkaar wist te houden.	B2
